#x_m,y_m,w_tr_left_m,w_tr_right_m
3.5251009952317895,1.1718445219378193,0.5,0.5
3.5251009952317895,1.1718445219378193,0.5,0.5
3.53228828155196,1.178797428872533,0.5,0.5
3.53228828155196,1.178797428872533,0.5,0.5
3.53228828155196,1.178797428872533,0.5,0.5
3.5394212790138115,1.185806019795416,0.5,0.5
3.5394212790138115,1.185806019795416,0.5,0.5
3.5465730259858423,1.192795477198263,0.5,0.5
3.5465730259858423,1.192795477198263,0.5,0.5
3.5465730259858423,1.192795477198263,0.5,0.5
3.553671284804587,1.1998392490076155,0.5,0.5
3.553671284804587,1.1998392490076155,0.5,0.5
3.5607889007586246,1.206863460188372,0.5,0.5
3.5607889007586246,1.206863460188372,0.5,0.5
3.5607889007586246,1.206863460188372,0.5,0.5
3.5678530102759503,1.2139414794259968,0.5,0.5
3.5678530102759503,1.2139414794259968,0.5,0.5
3.574936687654154,1.2209999151182345,0.5,0.5
3.574936687654154,1.2209999151182345,0.5,0.5
3.574936687654154,1.2209999151182345,0.5,0.5
3.582080468939823,1.2279975138907089,0.5,0.5
3.582080468939823,1.2279975138907089,0.5,0.5
3.589193559804374,1.2350263073865986,0.5,0.5
3.589193559804374,1.2350263073865986,0.5,0.5
3.589193559804374,1.2350263073865986,0.5,0.5
3.5963403406912997,1.2420208425838708,0.5,0.5
3.5963403406912997,1.2420208425838708,0.5,0.5
3.603444255180383,1.2490589104024568,0.5,0.5
3.603444255180383,1.2490589104024568,0.5,0.5
3.603444255180383,1.2490589104024568,0.5,0.5
3.61057609305862,1.2560686813103143,0.5,0.5
3.61057609305862,1.2560686813103143,0.5,0.5
3.617662198364361,1.263124679560896,0.5,0.5
3.617662198364361,1.263124679560896,0.5,0.5
3.6247749853925915,1.2701537805290706,0.5,0.5
3.6247749853925915,1.2701537805290706,0.5,0.5
3.6318412868069605,1.2772296115095203,0.5,0.5
3.6318412868069605,1.2772296115095203,0.5,0.5
3.6318412868069605,1.2772296115095203,0.5,0.5
3.6388194072604843,1.2843924206435793,0.5,0.5
3.6388194072604843,1.2843924206435793,0.5,0.5
3.645801372002762,1.2915514826005743,0.5,0.5
3.645801372002762,1.2915514826005743,0.5,0.5
3.645801372002762,1.2915514826005743,0.5,0.5
3.6528367326804103,1.2986580781225527,0.5,0.5
3.6528367326804103,1.2986580781225527,0.5,0.5
3.659837317891149,1.305798932867985,0.5,0.5
3.659837317891149,1.305798932867985,0.5,0.5
3.659837317891149,1.305798932867985,0.5,0.5
3.666754832113445,1.3130202898583705,0.5,0.5
3.666754832113445,1.3130202898583705,0.5,0.5
3.6736790204345096,1.3202352476477326,0.5,0.5
3.6736790204345096,1.3202352476477326,0.5,0.5
3.6736790204345096,1.3202352476477326,0.5,0.5
3.680541906441212,1.3275085409510434,0.5,0.5
3.680541906441212,1.3275085409510434,0.5,0.5
3.6874218955909277,1.3347656580870335,0.5,0.5
3.6874218955909277,1.3347656580870335,0.5,0.5
3.6874218955909277,1.3347656580870335,0.5,0.5
3.6943622778872776,1.341965039547582,0.5,0.5
3.6943622778872776,1.341965039547582,0.5,0.5
3.701270412696253,1.3491953696439811,0.5,0.5
3.701270412696253,1.3491953696439811,0.5,0.5
3.701270412696253,1.3491953696439811,0.5,0.5
3.7080958788685643,1.3565037902243813,0.5,0.5
3.7080958788685643,1.3565037902243813,0.5,0.5
3.7149287786583565,1.3638052613308917,0.5,0.5
3.7149287786583565,1.3638052613308917,0.5,0.5
3.7149287786583565,1.3638052613308917,0.5,0.5
3.7218178007515452,1.3710538042508809,0.5,0.5
3.7218178007515452,1.3710538042508809,0.5,0.5
3.7286721462053185,1.3783351467280758,0.5,0.5
3.7286721462053185,1.3783351467280758,0.5,0.5
3.7286721462053185,1.3783351467280758,0.5,0.5
3.735560030336074,1.3855847709995357,0.5,0.5
3.735560030336074,1.3855847709995357,0.5,0.5
3.7424028410459025,1.3928769545868713,0.5,0.5
3.7424028410459025,1.3928769545868713,0.5,0.5
3.7424028410459025,1.3928769545868713,0.5,0.5
3.749274278225893,1.40014216972264,0.5,0.5
3.749274278225893,1.40014216972264,0.5,0.5
3.7560981795202935,1.4074520514602051,0.5,0.5
3.7560981795202935,1.4074520514602051,0.5,0.5
3.7560981795202935,1.4074520514602051,0.5,0.5
3.762949656354668,1.4147360932699444,0.5,0.5
3.762949656354668,1.4147360932699444,0.5,0.5
3.7697529394310534,1.4220651681969332,0.5,0.5
3.7697529394310534,1.4220651681969332,0.5,0.5
3.7697529394310534,1.4220651681969332,0.5,0.5
3.7765836172557115,1.4293687180436307,0.5,0.5
3.7765836172557115,1.4293687180436307,0.5,0.5
3.7833658519719755,1.4367172751921717,0.5,0.5
3.7833658519719755,1.4367172751921717,0.5,0.5
3.7833658519719755,1.4367172751921717,0.5,0.5
3.7900564753357147,1.4441493380902268,0.5,0.5
3.7900564753357147,1.4441493380902268,0.5,0.5
3.7967510523110244,1.4515778398935317,0.5,0.5
3.7967510523110244,1.4515778398935317,0.5,0.5
3.7967510523110244,1.4515778398935317,0.5,0.5
3.803501033620219,1.458956034269487,0.5,0.5
3.803501033620219,1.458956034269487,0.5,0.5
3.8102149090857487,1.4663670987113087,0.5,0.5
3.8102149090857487,1.4663670987113087,0.5,0.5
3.8102149090857487,1.4663670987113087,0.5,0.5
3.8168426032571015,1.4738553341444358,0.5,0.5
3.8168426032571015,1.4738553341444358,0.5,0.5
3.8234772166060473,1.4813374398403076,0.5,0.5
3.8234772166060473,1.4813374398403076,0.5,0.5
3.8234772166060473,1.4813374398403076,0.5,0.5
3.830048276485508,1.4888754217982243,0.5,0.5
3.830048276485508,1.4888754217982243,0.5,0.5
3.8366370630135855,1.496397914206179,0.5,0.5
3.8366370630135855,1.496397914206179,0.5,0.5
3.8366370630135855,1.496397914206179,0.5,0.5
3.8431671453548706,1.5039714222809875,0.5,0.5
3.8431671453548706,1.5039714222809875,0.5,0.5
3.849717490878512,1.5115274115257369,0.5,0.5
3.849717490878512,1.5115274115257369,0.5,0.5
3.849717490878512,1.5115274115257369,0.5,0.5
3.856210046197205,1.5191331150028746,0.5,0.5
3.856210046197205,1.5191331150028746,0.5,0.5
3.8627235069296852,1.5267209229364822,0.5,0.5
3.8627235069296852,1.5267209229364822,0.5,0.5
3.8627235069296852,1.5267209229364822,0.5,0.5
3.869301560388866,1.5342528026913227,0.5,0.5
3.869301560388866,1.5342528026913227,0.5,0.5
3.87584656258195,1.5418134208041472,0.5,0.5
3.87584656258195,1.5418134208041472,0.5,0.5
3.87584656258195,1.5418134208041472,0.5,0.5
3.882427803337554,1.5493425157082068,0.5,0.5
3.882427803337554,1.5493425157082068,0.5,0.5
3.8889629159938512,1.556911683597023,0.5,0.5
3.8889629159938512,1.556911683597023,0.5,0.5
3.8889629159938512,1.556911683597023,0.5,0.5
3.8955280648828667,1.5644548142485868,0.5,0.5
3.8955280648828667,1.5644548142485868,0.5,0.5
3.902044023510578,1.5720404772469863,0.5,0.5
3.902044023510578,1.5720404772469863,0.5,0.5
3.902044023510578,1.5720404772469863,0.5,0.5
3.90858867397498,1.5796013998271927,0.5,0.5
3.90858867397498,1.5796013998271927,0.5,0.5
3.9150833454309533,1.5872052963707886,0.5,0.5
3.9150833454309533,1.5872052963707886,0.5,0.5
3.9150833454309533,1.5872052963707886,0.5,0.5
3.9216064590823048,1.5947848074539566,0.5,0.5
3.9216064590823048,1.5947848074539566,0.5,0.5
3.9280793193590022,1.6024072794813358,0.5,0.5
3.9280793193590022,1.6024072794813358,0.5,0.5
3.9280793193590022,1.6024072794813358,0.5,0.5
3.9345806194645916,1.6100055093349481,0.5,0.5
3.9345806194645916,1.6100055093349481,0.5,0.5
3.9410315084722582,1.6176465845854213,0.5,0.5
3.9410315084722582,1.6176465845854213,0.5,0.5
3.9410315084722582,1.6176465845854213,0.5,0.5
3.9475108906743723,1.6252635135107072,0.5,0.5
3.9475108906743723,1.6252635135107072,0.5,0.5
3.953939730758838,1.6329231489552656,0.5,0.5
3.953939730758838,1.6329231489552656,0.5,0.5
3.953939730758838,1.6329231489552656,0.5,0.5
3.960397129823021,1.640558723413172,0.5,0.5
3.960397129823021,1.640558723413172,0.5,0.5
3.9668038621142805,1.648236859992161,0.5,0.5
3.9668038621142805,1.648236859992161,0.5,0.5
3.9668038621142805,1.648236859992161,0.5,0.5
3.9731149091004085,1.6559938365885825,0.5,0.5
3.9731149091004085,1.6559938365885825,0.5,0.5
3.979430074354469,1.663747460760121,0.5,0.5
3.979430074354469,1.663747460760121,0.5,0.5
3.979430074354469,1.663747460760121,0.5,0.5
3.985803083736883,1.6714536109917346,0.5,0.5
3.985803083736883,1.6714536109917346,0.5,0.5
3.9921383886004658,1.6791907882720434,0.5,0.5
3.9921383886004658,1.6791907882720434,0.5,0.5
3.9921383886004658,1.6791907882720434,0.5,0.5
3.998383764096241,1.6870007360887136,0.5,0.5
3.998383764096241,1.6870007360887136,0.5,0.5
4.0046363558945925,1.6948049077799547,0.5,0.5
4.0046363558945925,1.6948049077799547,0.5,0.5
4.0046363558945925,1.6948049077799547,0.5,0.5
4.010948621592091,1.7025608926786104,0.5,0.5
4.010948621592091,1.7025608926786104,0.5,0.5
4.017223631285164,1.710347050481826,0.5,0.5
4.017223631285164,1.710347050481826,0.5,0.5
4.017223631285164,1.710347050481826,0.5,0.5
4.023534438591417,1.718104222075185,0.5,0.5
4.023534438591417,1.718104222075185,0.5,0.5
